STATE/UT,DISTRICT,TEHSIL,VILLAGE,SITE,WELL DEPTH,AQUIFER,pH,electrical conductivity,TDS (mg/l),Total Hardness (mg/l),Calcium (mg/l),Magnesium (mg/l),Sodium (mg/l),Potassium (mg/l),Carbonate (mg/l),Bicarbonate (mg/l),Sulphate (mg/l),Chloride (mg/l),Fluoride (mg/l),Nitrate (mg/l),LATITUDE,LONGITUDE,WELL TYPE,Jan-23,Mar-22,Aug-22,Nov-22
Andhra Pradesh,Chittoor,Puttur,Puttur,Puttur 2014 DW,222.4197,Semi confined,7.255397261,141.2974606,570.4274771,88.01298873,105.5923819,36.59797386,123.3305506,6.680680704,170.0327198,65.4798133,326.0437602,337.5148752,0.065311701,44.57686122,13.4447,79.551,Dug Well,0.01,1.18,0.22,0.32
Andhra Pradesh,Chittoor,Renigunta,Guntuvaripalli,Guntuvaripalli-DW13,200.69,Semi confined,7.255397261,170.8068339,114.5059214,134.4619145,105.5923819,38.50855861,123.3305506,7.801376103,67.20492168,72.3823596,268.8345519,445.9995659,4.484095105,31.45187181,13.6514,79.5425,Dug Well,2.65,4.53,3.91,2.58
Andhra Pradesh,Chittoor,Satyavedu,Madambedu,Madambedu-DW14,262.1829,Semi confined,7.255397261,646.3064974,624.5732303,176.3227314,105.5923819,38.44807322,123.3305506,9.345914772,90.60455074,83.628272,204.4359334,282.3060281,4.405024675,44.80399311,13.4115,79.9286,Dug Well,6.99,7.83,8.46,8.1
Andhra Pradesh,Chittoor,Sodum,Battuvaripalli,Battuvaripalli,199.6448,Semi confined,7.255397261,447.9795987,149.1140475,146.109504,105.5923819,36.08560217,123.3305506,10.22477406,93.73478522,72.3190267,201.7319217,204.7074849,0.902269075,32.69014705,13.5471,78.9166,Dug Well,1.25,1.46,0.3,1.5
Andhra Pradesh,Chittoor,Srikalahasthi,Erpedu,Erpedu1,198.0865,Semi confined,7.255397261,115.83769,271.0680216,122.6008276,105.5923819,36.23021542,123.3305506,9.63712464,113.1743872,83.05789905,220.0730546,258.5145064,4.434572288,4.878939688,13.6972,79.594,Dug Well,0.78,2.79,2.68,0.4
Andhra Pradesh,Chittoor,Srikalahasthi,Srikalahasthi,Srikalahasthi 2013DW,203.0074,Semi confined,7.255397261,64.16031792,613.8655407,96.48905543,105.5923819,31.73759342,123.3305506,6.345186177,154.0552551,69.5635464,215.767015,256.724497,4.367795875,38.31673074,13.7524,79.7025,Dug Well,2.04,4.52,3.82,3.35
Andhra Pradesh,Chittoor,Srirangarajupuram,Arumakapalli,Arumakapalli-DW14,295.2075,Semi confined,7.255397261,63.13857542,676.2505852,89.92256266,105.5923819,33.49151504,123.3305506,10.21778893,85.43277398,82.20177025,210.568538,210.6607135,0.287620507,47.92354378,13.3033,79.2871,Dug Well,7.18,1.11,5.81,5.6
Andhra Pradesh,Chittoor,Thambalapalle,Kandlamadugu,Kandlamadugu,177.3425,Semi confined,7.255397261,2283.746375,209.789452,133.5491269,105.5923819,30.62348221,123.3305506,9.821818569,119.2134437,109.6038914,325.8624329,199.0522407,0.072011697,19.63393052,13.6663,78.4184,Dug Well,0.93,3.67,4.2,2.68
Andhra Pradesh,Chittoor,Tirupati(R),Suritipalli,Suritipalli,283.3897,Semi confined,7.255397261,151.8508301,677.8621723,98.59494766,105.5923819,32.51666674,123.3305506,8.928272964,72.52893461,79.74160975,284.6298174,277.6925658,0.306176968,11.62614553,13.3354,79.873,Dug Well,0.31,2.62,1.06,0.18
Andhra Pradesh,Chittoor,Tirupati(R),Tayyuru,Tayyuru,295.2075,Semi confined,7.255397261,370.575912,100.5433205,254.9206516,105.5923819,29.21386574,123.3305506,19.03658065,204.7328803,81.0391023,281.7703667,452.6408245,0.086703784,42.95736466,13.3029,79.3113,Dug Well,5.3,5.86,7.02,7.15
Andhra Pradesh,Chittoor,Tirupati(R),Tirumala,Tirumala1,201.16,Semi confined,7.255397261,63.1931747,878.7690381,452.0476769,105.5923819,44.37412017,123.3305506,6.257896194,90.63843512,45.52147094,231.307606,286.605992,0.237434083,21.54231095,13.6848,79.3446,Dug Well,2.8,2.61,2.32,1.49
Andhra Pradesh,Chittoor,Tirupati(U),Tirupati(U),Tirupati(U),202.7355,Semi confined,7.255397261,2484.789318,182.8803107,143.7413518,105.5923819,35.65146929,123.3305506,6.001466709,84.65635162,78.02908465,281.644344,350.2414582,4.90925588,15.77500873,13.6425,79.4215,Dug Well,3.94,6.13,5.75,5.08
Andhra Pradesh,Chittoor,Varadaiahpalem,Chinna Panduru,Chinna panduru,199.6448,Semi confined,7.255397261,141.2567526,431.4799661,124.7841722,105.5923819,31.98988457,123.3305506,7.067246151,115.1033597,80.65421275,312.5560925,164.1732329,1.006746952,43.88828981,13.5444,79.9417,Dug Well,0.61,2.98,3.42,1.87
Andhra Pradesh,Chittoor,Vayalpadu,Thurukupalli,Thurukupalli-DW14,202.9155,Semi confined,7.255397261,276.2690098,188.6257115,112.014164,105.5923819,28.72494593,123.3305506,6.957906465,77.78796383,78.70081532,207.0229608,301.5139763,0.593224397,46.5172346,13.6238,78.6994,Dug Well,1.6,1.62,0.94,1.68
Andhra Pradesh,Chittoor,Vedurukuppam,Karvetnagar,Karvetnagar1,263.5529,Semi confined,7.255397261,118.4294627,264.6650642,94.6619121,105.5923819,30.93920257,123.3305506,9.169619316,93.30856897,75.97746586,211.1673147,381.9041553,4.542468319,38.52346691,13.4262,79.4531,Dug Well,3.82,4.46,3.77,4.72
Andhra Pradesh,Chittoor,Venkatagirikota,Venkatagirikota,Venkatagirikota,191.3624,Semi Confined,7.255397261,110.147869,122.5249553,131.3148059,105.5923819,38.82130939,123.3305506,8.817615705,96.8340143,56.46930643,289.1307158,441.9276024,0.143582771,46.71951624,13.0008,78.4793,Dug Well,4.67,5.84,4.75,5.47
Andhra Pradesh,Chittoor,Yadamarri,Muddu Rampuram,Muddu Rampuram- DW13,224.0418,Semi Confined,7.255397261,238.1395593,355.5285497,117.587251,105.5923819,25.30221508,123.3305506,18.27568919,71.08219165,76.98776164,216.0261222,231.4845983,4.487362719,39.95756903,13.1097,78.9953,Dug Well,3.55,3.96,3.45,2.96
Andhra Pradesh,Chittoor,Yerpedu,Yerpedu,Palem-DW14,184.9168,Semi confined,7.255397261,554.5612262,496.3218004,136.7448517,105.5923819,26.76631209,123.3305506,7.55306331,92.15386874,71.66138968,381.4448009,163.6252152,4.99727191,43.30522293,13.8202,79.5848,Dug Well,1.42,1.95,2.47,1.73
Andhra Pradesh,Cuddapah,Chakrayapeta,Mahadevpalle,Mahadevpalle,100.4626,Semi confined,7.255397261,7.70054435,468.1914738,100.972907,105.5923819,32.41355944,123.3305506,9.081703143,83.96218091,44.50998092,227.1633046,180.9161566,2.522545863,46.85222794,14.2098,78.5179,Bore Well,2.23,4.26,3.53,2
Andhra Pradesh,Cuddapah,Chapad,Alludupally,Alludupally,102.5813,Semi confined,7.255397261,54.65521604,313.2874649,184.524513,105.5923819,35.22736882,123.3305506,6.960081399,135.303333,47.81322368,250.7928946,346.4347948,4.7218863,43.74821721,14.7193,78.6771,Dug Well,2.29,3.82,4.5,0.59
Andhra Pradesh,Cuddapah,Chapad,Vishwanathpuram,Vishwanathpuram DW13,102.5813,Semi confined,7.255397261,75.7560548,503.1139172,127.9414407,105.5923819,44.31928798,123.3305506,19.252608,73.06403202,71.4015041,255.7094586,295.6494816,0.03349934,21.54167977,14.7253,78.7075,Dug Well,2.45,1.39,1.35,0.63
Andhra Pradesh,Cuddapah,Chinnamandyam,Chinnamandyam,Chinnamandyam,110.2053,Semi confined,7.255397261,215.4442051,409.1341708,147.8493287,105.5923819,36.32726281,123.3305506,9.468295299,79.91049954,77.51762365,237.8079548,450.6881044,4.29799778,22.96731592,13.9495,78.6884,Bore Well,2.23,4.13,2.65,4.88
Andhra Pradesh,Cuddapah,D.Kodur,Mallepalle,Mallepalle,104.5381,Semi confined,7.255397261,86.9924961,856.7105051,93.20295106,105.5923819,33.45594002,123.3305506,9.891826506,72.87415361,82.91034304,206.0235152,188.5852863,0.283718077,38.0980582,14.8889,78.8807,Dug Well,3.5,4.34,11.7,3.9
Andhra Pradesh,Cuddapah,Duvvur,Kanagudur,Kanagudur-DW14,104.5381,Semi confined,7.255397261,63.43364914,735.0805956,496.1874917,105.5923819,26.70030095,123.3305506,9.582507285,89.77066421,75.00462715,220.2140731,351.4553536,4.446927645,47.72652658,14.9166,78.6176,Dug Well,1.35,1.81,0.36,0.16
Andhra Pradesh,Cuddapah,Galiveedu,Galiveedu,Galiveedu-alt,108.8299,Semi confined,7.255397261,54.9924781,897.2648862,272.4226451,105.5923819,41.65925537,123.3305506,7.669025403,89.32112143,38.31823171,267.7896195,236.0493162,0.163769567,44.21052504,14.0248,78.5027,Dug Well,0.75,1.21,1,1
Andhra Pradesh,Cuddapah,Kamalapuram,Chadipirala T,Chadipirala T-DW14,99.5019,Semi confined,7.255397261,105.3946059,563.6471982,128.8719854,105.5923819,38.11138255,123.3305506,6.362324796,181.8472372,78.96809635,219.3600912,273.2800619,0.275447869,5.590604124,14.5221,78.637,Dug Well,0.85,1.3,1.27,0.43
Andhra Pradesh,Cuddapah,Khazipet,Pathur,Pathur DW13,101.0224,Semi confined,7.255397261,88.7864339,614.7083893,134.0013864,105.5923819,36.03140446,123.3305506,9.408502707,77.41963501,76.47750822,211.6913039,288.9252482,0.286491663,6.709002606,14.6472,78.7751,Dug Well,1.9,1.9,2.3,1.47
Andhra Pradesh,Cuddapah,Kodur,Koduru,Koduru-DW13,110.8755,Semi confined,7.255397261,808.807406,1301.560965,145.4783787,105.5923819,37.39932828,123.3305506,9.410820717,76.55452012,95.35394832,291.3354122,166.5015555,1.805200688,48.28268543,13.9587,79.3532,Dug Well,5.15,7.65,8.25,5.56
Andhra Pradesh,Cuddapah,Kodur,Prabhalaveedu,Prabhalaveedu,103.164,Semi confined,7.255397261,311.6969924,1671.157238,138.0695153,105.5923819,34.02146391,123.3305506,7.402025712,102.6301815,71.8082446,253.4948652,290.6032941,4.56385807,17.58605009,14.7926,79.0091,Bore Well,1.45,2.91,3.7,3.6
Andhra Pradesh,Cuddapah,Kodur,Sagileru,Sagileru,105.8076,Semi confined,7.255397261,1065.373271,540.6264923,92.3938335,105.5923819,27.38448303,123.3305506,7.987347171,154.1749478,75.2245277,239.3635196,260.0497387,4.664638705,46.91273753,14.9507,78.9549,Bore Well,10.02,11.14,10.7,5.77
Andhra Pradesh,Cuddapah,Kondapuram,Donkapalli Satram,Donkapalli Satram- DW13,102.5813,Semi confined,7.255397261,248.2338406,115.6480624,175.3922767,105.5923819,42.90799269,123.3305506,6.221047821,96.1677819,77.88338241,204.8875529,203.2944328,0.077417049,45.2459138,14.7315,78.1463,Dug Well,2.35,2.99,2.9,1.38
Andhra Pradesh,Cuddapah,Lakkireddipalle,Lakkireddipalli,Lakkireddipalli,94.1626,Semi confined,7.255397261,74.67468848,593.6699585,49.65491858,105.5923819,44.8206957,123.3305506,9.558449067,133.6551674,134.6819078,237.9544634,469.4604489,4.030997875,40.22320101,14.1967,78.7314,Dug Well,3.77,5.45,4.93,3.12
Andhra Pradesh,Cuddapah,Lingala,Diguva Lingala,Diguva lingala,102.1719,Semi confined,7.255397261,72.48675428,391.2048559,118.2266854,105.5923819,37.77344634,123.3305506,19.95809169,54.62605785,83.60756098,344.8228602,223.5472274,0.531242824,32.60392078,14.4971,78.1158,Dug Well,5.8,4.75,10.29,7.2
Andhra Pradesh,Cuddapah,Mylavaram,Talamanchipatnm,Talamanchipatnm,105.8076,Semi confined,7.255397261,221.1547216,817.0955865,100.7804907,105.5923819,33.16495427,123.3305506,8.431028388,59.08765239,56.21870721,276.4568443,255.0636221,0.133964684,44.48185485,14.9449,78.3118,Dug Well,0.97,2.2,3.95,1.28
Andhra Pradesh,Cuddapah,Obulavaripalle,Mangampet,Mangampet-EW-AQI,116.2536,Semi confined,7.255397261,54.08573022,433.1392572,266.308759,105.5923819,42.77626916,123.3305506,10.35776063,82.158444,62.6599742,325.1037266,193.5378179,4.31050444,40.57238648,14.041,79.3085,Bore Well,3.1,7.47,10,9.67
Andhra Pradesh,Cuddapah,Penagalur,Reddivaripally,Reddivaripally,107.5474,Semi confined,7.255397261,68.9519092,360.4089654,134.0647455,105.5923819,28.14455608,123.3305506,9.685452969,66.63018106,82.73051525,372.4377095,307.1785209,4.09776754,22.7296535,14.3219,79.2892,Bore Well,2.76,10.89,7.19,7.77
Andhra Pradesh,Cuddapah,Penagalur,Vadipalli Brahmagari Devalayam,Vadipalli Brahmagari Devalayam,99.4976,Semi confined,7.255397261,51.152378,650.986096,174.8232858,105.5923819,39.56995014,123.3305506,9.251306646,159.964714,70.06306286,240.5240673,426.4025011,1.007726209,46.4133177,14.2484,79.2357,Bore Well,12.26,14.87,13.34,6.04
Andhra Pradesh,Cuddapah,Pullampet,Pullampeta,Pullampet EW of AQ II,99.9777,Semi confined,7.255397261,240.1470691,326.7722756,121.8813988,105.5923819,32.83698127,123.3305506,7.268948424,85.28238459,48.81501112,331.7492326,363.7095187,0.994114243,40.56795455,14.1208,79.2115,Bore Well,5.88,5.31,6.24,5.04
Andhra Pradesh,Cuddapah,Rajampet,Gundluru,Gundluru EW AQ I,99.4976,Semi confined,7.255397261,1384.474678,664.0662753,189.0999623,105.5923819,33.14131248,123.3305506,6.313874277,99.32386,40.806839,225.1274978,312.5658971,4.49894484,47.03238431,14.2507,79.1138,Bore Well,2.66,3.17,2.83,2.76
Andhra Pradesh,Cuddapah,Rajampet,Kamapally,Kamapally EW AQ I,90.4426,Semi confined,7.255397261,1083.758617,448.5380382,121.771043,105.5923819,34.89932105,123.3305506,7.040953545,164.5202754,66.19703214,254.3309254,251.5838893,0.718564696,17.79007784,14.1891,79.0088,Bore Well,11.5,9.42,15.96,11.48
Andhra Pradesh,Cuddapah,Ramapuram,Ramapuram,Ramapuram1,90.4426,Semi confined,7.255397261,719.2532994,629.8457117,100.7182866,105.5923819,41.1612834,123.3305506,7.745442228,88.38206658,123.6326498,232.3712977,230.1440507,4.544505794,42.40899506,14.1936,78.7603,Bore Well,4.89,4.91,7.99,4.6
Andhra Pradesh,Cuddapah,Rf,Guvvalacheruvu,Guvvalacheruvu,93.3974,Semi confined,7.255397261,1366.210167,611.3325749,98.22520308,105.5923819,39.16558776,123.3305506,9.275407821,74.08588658,54.70431763,206.0426053,352.2331028,0.494368763,37.86370921,14.2969,78.7523,Dug Well,2.23,2.37,2.75,1.9
Andhra Pradesh,Cuddapah,Sandepalle,Konnidigaripalli,Konnidigaripalli DW13,114.2276,Semi confined,7.255397261,161.7364013,892.480336,112.2922461,105.5923819,29.44982272,123.3305506,8.563139475,152.9962846,83.78652015,214.3851817,412.1660615,4.705471805,42.5722522,13.989,78.9537,Dug Well,6.8,3.6,6.45,6.03
Andhra Pradesh,Cuddapah,T.Sundupalle,Pincha,Pincha,111.349,Semi confined,7.255397261,67.15425498,1841.104456,103.3219312,105.5923819,36.16269078,123.3305506,8.68814913,60.09914671,76.80703375,266.1727019,309.6392928,2.526838188,24.79263366,13.9157,78.9987,Dug Well,5.57,8.87,8.03,7.38
Andhra Pradesh,Cuddapah,Veeraballe,Sanipai,Sanipai,102.661,Semi confined,7.255397261,2252.042171,1921.259534,471.9042673,105.5923819,32.72471919,123.3305506,18.69192533,82.76125984,74.1622366,254.3695804,351.490193,0.049126168,40.67434388,14.1075,78.9497,Dug Well,2.05,3.3,2.33,1.21
